nodes,edges,avg_degree,max_degree,density,diameter,radius,clustering,avg_shortest_path,degree_centrality_mean,degree_centrality_max,betweenness_mean,closeness_mean,centralization,avg_temporal_weight,diffusion_speed,branching_factor,leaf_ratio,label
21.0,20.0,1.9047619047619047,5.0,0.09523809523809523,5.0,3.0,0.0,3.3142857142857145,0.09523809523809523,0.25,0.12180451127819548,0.3125145430825021,0.17105263157894737,1.2372633211345843,0.7289035482426204,2.857142857142857,0.6666666666666666,rumor
22.0,21.0,1.9090909090909092,21.0,0.09090909090909091,2.0,1.0,0.0,1.9090909090909092,0.09090909090909091,1.0,0.045454545454545456,0.5343680709534367,1.0,1.3335012067106362,0.7677516643968911,21.0,0.9545454545454546,rumor
31.0,30.0,1.935483870967742,5.0,0.06451612903225806,6.0,3.0,0.0,4.133333333333334,0.06451612903225808,0.16666666666666666,0.10804597701149425,0.2497341474837799,0.10919540229885057,1.4399979934682487,0.8259167430222255,2.727272727272727,0.6451612903225806,rumor
22.0,21.0,1.9090909090909092,5.0,0.09090909090909091,5.0,3.0,0.0,3.411255411255411,0.09090909090909091,0.23809523809523808,0.12056277056277058,0.3030873708353188,0.1619047619047619,1.2518904312982557,0.7206382650971701,3.0,0.6818181818181818,rumor
25.0,24.0,1.92,5.0,0.08,7.0,4.0,0.0,4.053333333333334,0.07999999999999999,0.20833333333333331,0.1327536231884058,0.25431868360529175,0.1394927536231884,1.2509705324496787,0.7304379308024438,2.6666666666666665,0.64,rumor
14.0,13.0,1.8571428571428572,5.0,0.14285714285714285,4.0,2.0,0.0,2.7252747252747254,0.14285714285714285,0.38461538461538464,0.14377289377289376,0.3809535536702719,0.2820512820512821,1.377935456781023,0.7625087015374225,3.25,0.7142857142857143,rumor
31.0,30.0,1.935483870967742,5.0,0.06451612903225806,7.0,4.0,0.0,4.060215053763441,0.06451612903225808,0.16666666666666666,0.10552465702632555,0.25361975810769977,0.10919540229885057,1.296516279989367,0.7542647131798824,2.727272727272727,0.6451612903225806,rumor
17.0,16.0,1.8823529411764706,8.0,0.11764705882352941,4.0,2.0,0.0,2.6176470588235294,0.11764705882352941,0.5,0.10784313725490195,0.39342589140839496,0.43333333333333335,1.2581721285658078,0.7024127907638092,5.333333333333333,0.8235294117647058,rumor
24.0,23.0,1.9166666666666667,5.0,0.08333333333333333,5.0,3.0,0.0,3.420289855072464,0.08333333333333333,0.21739130434782608,0.11001317523056653,0.302000236752106,0.14624505928853757,1.3820515575917385,0.8169845475801888,3.2857142857142856,0.7083333333333334,rumor
22.0,21.0,1.9090909090909092,5.0,0.09090909090909091,5.0,3.0,0.0,3.3376623376623376,0.09090909090909091,0.23809523809523808,0.11688311688311691,0.3097259706527628,0.1619047619047619,1.1776940771753321,0.687443808470713,3.0,0.6818181818181818,rumor
33.0,32.0,1.9393939393939394,32.0,0.06060606060606061,2.0,1.0,0.0,1.9393939393939394,0.06060606060606061,1.0,0.030303030303030304,0.5228475228475228,1.0,1.4143358377078368,0.842451974738188,32.0,0.9696969696969697,rumor
21.0,20.0,1.9047619047619047,8.0,0.09523809523809523,4.0,2.0,0.0,2.6476190476190475,0.09523809523809523,0.4,0.08671679197994987,0.387691106504494,0.3368421052631579,1.1152016751926577,0.6317950268810121,6.666666666666667,0.8571428571428571,rumor
19.0,18.0,1.894736842105263,18.0,0.10526315789473684,2.0,1.0,0.0,1.894736842105263,0.10526315789473684,1.0,0.05263157894736842,0.5398496240601504,1.0,1.3391121103268615,0.7848030005458411,18.0,0.9473684210526315,rumor
19.0,18.0,1.894736842105263,4.0,0.10526315789473684,5.0,3.0,0.0,3.2865497076023393,0.10526315789473684,0.2222222222222222,0.1345029239766082,0.31589735668330604,0.13071895424836602,1.2228639396717709,0.6483686629856599,2.5714285714285716,0.631578947368421,rumor
26.0,25.0,1.9230769230769231,8.0,0.07692307692307693,4.0,2.0,0.0,2.953846153846154,0.07692307692307693,0.32,0.08141025641025643,0.3469435709254714,0.26333333333333336,1.3396791566600763,0.7431955177196865,6.25,0.8461538461538461,rumor
31.0,30.0,1.935483870967742,12.0,0.06451612903225806,4.0,2.0,0.0,2.825806451612903,0.06451612903225808,0.4,0.06295884315906564,0.362510515458595,0.3586206896551724,1.2953027182637902,0.7075350249335132,7.5,0.8709677419354839,rumor
23.0,22.0,1.9130434782608696,22.0,0.08695652173913043,2.0,1.0,0.0,1.9130434782608696,0.08695652173913042,1.0,0.043478260869565216,0.5328614762386251,1.0,1.3829942670309405,0.8171119647705241,22.0,0.9565217391304348,rumor
12.0,11.0,1.8333333333333333,11.0,0.16666666666666666,2.0,1.0,0.0,1.8333333333333333,0.16666666666666663,1.0,0.08333333333333333,0.5634920634920634,1.0,1.5475098149209878,0.9383527097448495,11.0,0.9166666666666666,rumor
13.0,12.0,1.8461538461538463,12.0,0.15384615384615385,2.0,1.0,0.0,1.8461538461538463,0.1538461538461538,1.0,0.07692307692307693,0.5585284280936453,1.0,1.3373094120208269,0.8353554618350415,12.0,0.9230769230769231,rumor
21.0,20.0,1.9047619047619047,10.0,0.09523809523809523,4.0,2.0,0.0,2.7333333333333334,0.09523809523809523,0.5,0.09122807017543859,0.3742282261446024,0.4473684210526316,1.21968128284781,0.6737230916830531,6.666666666666667,0.8571428571428571,rumor
14.0,13.0,1.8571428571428572,5.0,0.14285714285714285,4.0,2.0,0.0,2.7252747252747254,0.14285714285714285,0.38461538461538464,0.14377289377289376,0.380953553670272,0.2820512820512821,1.2485075853641556,0.7077721760809188,3.25,0.7142857142857143,rumor
18.0,17.0,1.8888888888888888,5.0,0.1111111111111111,6.0,3.0,0.0,3.542483660130719,0.1111111111111111,0.29411764705882354,0.15890522875816993,0.2912957412957413,0.20588235294117646,1.1334270003691898,0.6548926719221044,2.8333333333333335,0.6666666666666666,rumor
25.0,24.0,1.92,24.0,0.08,2.0,1.0,0.0,1.92,0.08,1.0,0.04,0.5302127659574468,1.0,1.3098427987897023,0.7930594652863193,24.0,0.96,rumor
29.0,28.0,1.9310344827586208,5.0,0.06896551724137931,8.0,4.0,0.0,4.620689655172414,0.06896551724137931,0.17857142857142855,0.13409961685823754,0.22348688226087055,0.11772486772486772,1.337016453376408,0.7276970586553243,2.3333333333333335,0.5862068965517241,rumor
24.0,23.0,1.9166666666666667,23.0,0.08333333333333333,2.0,1.0,0.0,1.9166666666666667,0.08333333333333333,1.0,0.041666666666666664,0.5314814814814814,1.0,1.3685560711791767,0.8045537221218263,23.0,0.9583333333333334,rumor
13.0,12.0,1.8461538461538463,12.0,0.15384615384615385,2.0,1.0,0.0,1.8461538461538463,0.1538461538461538,1.0,0.07692307692307693,0.5585284280936453,1.0,1.4122295795415079,0.7821621859984177,12.0,0.9230769230769231,rumor
18.0,17.0,1.8888888888888888,5.0,0.1111111111111111,5.0,3.0,0.0,3.2287581699346406,0.1111111111111111,0.29411764705882354,0.139297385620915,0.3208332037534623,0.20588235294117646,1.1863698164995684,0.6667932799163002,2.8333333333333335,0.6666666666666666,rumor
31.0,30.0,1.935483870967742,5.0,0.06451612903225806,6.0,3.0,0.0,3.9655913978494626,0.06451612903225808,0.16666666666666666,0.10226177233963663,0.2595984022581082,0.10919540229885057,1.345809007385079,0.7900897401420551,3.0,0.6774193548387096,rumor
12.0,11.0,1.8333333333333333,7.0,0.16666666666666666,4.0,2.0,0.0,2.287878787878788,0.16666666666666663,0.6363636363636364,0.12878787878787878,0.4551504949279747,0.5636363636363636,1.258361304200413,0.7149148623435648,3.6666666666666665,0.75,rumor
19.0,18.0,1.894736842105263,5.0,0.10526315789473684,5.0,3.0,0.0,3.1578947368421053,0.10526315789473684,0.2777777777777778,0.12693498452012386,0.3286991419978204,0.19281045751633988,1.2461781322675352,0.7208264085801666,3.0,0.6842105263157895,rumor
34.0,33.0,1.9411764705882353,5.0,0.058823529411764705,6.0,3.0,0.0,4.0142602495543676,0.058823529411764705,0.15151515151515152,0.09419563279857397,0.2560219617195765,0.09848484848484848,1.2194068220349457,0.6793595483956483,3.0,0.6764705882352942,rumor
14.0,13.0,1.8571428571428572,13.0,0.14285714285714285,2.0,1.0,0.0,1.8571428571428572,0.14285714285714285,1.0,0.07142857142857142,0.5542857142857142,1.0,1.343238904522462,0.7679788170234679,13.0,0.9285714285714286,rumor
28.0,27.0,1.9285714285714286,5.0,0.07142857142857142,6.0,3.0,0.0,3.806878306878307,0.07142857142857141,0.18518518518518517,0.10795685795685797,0.2713422327235465,0.1225071225071225,1.2314135124677092,0.7065726888165215,2.7,0.6428571428571429,rumor
29.0,28.0,1.9310344827586208,28.0,0.06896551724137931,2.0,1.0,0.0,1.9310344827586208,0.06896551724137932,1.0,0.034482758620689655,0.5260188087774295,1.0,1.3278942860552114,0.8068506589104318,28.0,0.9655172413793104,rumor
24.0,23.0,1.9166666666666667,5.0,0.08333333333333333,6.0,3.0,0.0,3.5471014492753623,0.08333333333333333,0.21739130434782608,0.11577733860342554,0.2919421967947296,0.14624505928853757,1.4020608734160136,0.8472168212109347,2.875,0.6666666666666666,rumor
13.0,12.0,1.8461538461538463,7.0,0.15384615384615385,4.0,2.0,0.0,2.358974358974359,0.1538461538461538,0.5833333333333333,0.12354312354312355,0.4397898439221907,0.5075757575757576,1.160867867378899,0.6751617243258482,4.0,0.7692307692307693,rumor
27.0,26.0,1.9259259259259258,5.0,0.07407407407407407,6.0,3.0,0.0,3.601139601139601,0.07407407407407407,0.19230769230769232,0.10404558404558405,0.2868092596176482,0.1276923076923077,1.194381026143541,0.6654267963144437,2.888888888888889,0.6666666666666666,rumor
30.0,29.0,1.9333333333333333,10.0,0.06666666666666667,4.0,2.0,0.0,2.891954022988506,0.06666666666666668,0.3448275862068966,0.06756978653530378,0.3536745661745663,0.29802955665024633,1.1432364733322968,0.628435141024786,7.25,0.8666666666666667,rumor
32.0,31.0,1.9375,11.0,0.0625,4.0,2.0,0.0,2.975806451612903,0.062499999999999986,0.3548387096774194,0.06586021505376344,0.34404709570700875,0.3118279569892473,1.4303716806723286,0.7714435961684858,6.2,0.84375,rumor
31.0,30.0,1.935483870967742,5.0,0.06451612903225806,6.0,3.0,0.0,4.180645161290323,0.06451612903225808,0.16666666666666666,0.10967741935483873,0.24675788617493974,0.10919540229885057,1.3140766982217795,0.7406456456292377,2.727272727272727,0.6451612903225806,rumor
25.0,24.0,1.92,10.0,0.08,4.0,2.0,0.0,2.6933333333333334,0.08,0.41666666666666663,0.0736231884057971,0.3813684999153662,0.3659420289855072,1.393701566239623,0.7605500868443488,6.0,0.84,rumor
23.0,22.0,1.9130434782608696,5.0,0.08695652173913043,5.0,3.0,0.0,3.399209486166008,0.08695652173913042,0.2272727272727273,0.1142480707698099,0.3040607985909451,0.1536796536796537,1.2614051281925946,0.7140743876270109,3.142857142857143,0.6956521739130435,rumor
13.0,12.0,1.8461538461538463,12.0,0.15384615384615385,2.0,1.0,0.0,1.8461538461538463,0.1538461538461538,1.0,0.07692307692307693,0.5585284280936453,1.0,1.2724467433776085,0.7690139909224112,12.0,0.9230769230769231,rumor
35.0,34.0,1.9428571428571428,10.0,0.05714285714285714,4.0,2.0,0.0,3.008403361344538,0.057142857142857134,0.29411764705882354,0.060860707919531444,0.34072436679934887,0.25133689839572193,1.2482791989308908,0.659322020101019,6.8,0.8571428571428571,rumor
24.0,23.0,1.9166666666666667,23.0,0.08333333333333333,2.0,1.0,0.0,1.9166666666666667,0.08333333333333333,1.0,0.041666666666666664,0.5314814814814814,1.0,1.4174605503027435,0.8542521038316768,23.0,0.9583333333333334,rumor
26.0,25.0,1.9230769230769231,10.0,0.07692307692307693,4.0,2.0,0.0,2.8,0.07692307692307693,0.4,0.07500000000000001,0.36753677679158453,0.35000000000000003,1.359460399873424,0.7031087507175439,6.25,0.8461538461538461,rumor
30.0,29.0,1.9333333333333333,11.0,0.06666666666666667,4.0,2.0,0.0,2.9885057471264367,0.06666666666666668,0.3793103448275862,0.07101806239737275,0.34206397273981765,0.33497536945812806,1.373435769248961,0.7538195250430298,7.25,0.8666666666666667,rumor
34.0,33.0,1.9411764705882353,10.0,0.058823529411764705,4.0,2.0,0.0,3.092691622103387,0.05882352941176469,0.30303030303030304,0.06539661319073084,0.3308279679849615,0.25946969696969696,1.1836783812272633,0.617119105904724,6.6,0.8529411764705882,rumor
31.0,30.0,1.935483870967742,13.0,0.06451612903225806,4.0,2.0,0.0,2.7698924731182797,0.06451612903225808,0.43333333333333335,0.06103077493511309,0.3707767162094452,0.3942528735632184,1.203265505065701,0.6555110574161477,7.5,0.8709677419354839,rumor
15.0,14.0,1.8666666666666667,6.0,0.13333333333333333,4.0,2.0,0.0,2.5904761904761906,0.13333333333333333,0.42857142857142855,0.12234432234432235,0.3983032873806999,0.3406593406593406,1.4621828751008503,0.9073861347613293,4.666666666666667,0.8,rumor
14.0,13.0,1.8571428571428572,5.0,0.14285714285714285,4.0,2.0,0.0,2.5604395604395602,0.14285714285714285,0.38461538461538464,0.13003663003663002,0.4036911865483294,0.2820512820512821,1.2610229703962335,0.7090943499490525,4.333333333333333,0.7857142857142857,rumor
29.0,28.0,1.9310344827586208,10.0,0.06896551724137931,4.0,2.0,0.0,2.8669950738916254,0.06896551724137931,0.3571428571428571,0.06914796569968983,0.3575847028141324,0.3095238095238095,1.2157930003007145,0.6536167578755144,7.0,0.8620689655172413,rumor
27.0,26.0,1.9259259259259258,26.0,0.07407407407407407,2.0,1.0,0.0,1.9259259259259258,0.07407407407407408,1.0,0.037037037037037035,0.5279593318809005,1.0,1.2767922999932728,0.7678058070718191,26.0,0.9629629629629629,rumor
14.0,13.0,1.8571428571428572,13.0,0.14285714285714285,2.0,1.0,0.0,1.8571428571428572,0.14285714285714285,1.0,0.07142857142857142,0.5542857142857142,1.0,1.3370628618456197,0.8023506085463417,13.0,0.9285714285714286,rumor
30.0,29.0,1.9333333333333333,29.0,0.06666666666666667,2.0,1.0,0.0,1.9333333333333333,0.06666666666666668,1.0,0.03333333333333333,0.5251461988304095,1.0,1.4802836772848886,0.8827612784696796,29.0,0.9666666666666667,rumor
19.0,18.0,1.894736842105263,5.0,0.10526315789473684,6.0,3.0,0.0,3.391812865497076,0.10526315789473684,0.2777777777777778,0.14069487444100448,0.3056897230567891,0.19281045751633988,1.2109577335964166,0.6835325037312143,2.5714285714285716,0.631578947368421,rumor
31.0,30.0,1.935483870967742,13.0,0.06451612903225806,4.0,2.0,0.0,2.9935483870967743,0.06451612903225808,0.43333333333333335,0.06874304783092323,0.3413484980546447,0.3942528735632184,1.102056529699293,0.5890640459131349,7.5,0.8709677419354839,rumor
30.0,29.0,1.9333333333333333,10.0,0.06666666666666667,4.0,2.0,0.0,2.8850574712643677,0.06666666666666668,0.3448275862068966,0.06732348111658457,0.3550118417660634,0.29802955665024633,1.3815139709089863,0.7987898809380569,7.25,0.8666666666666667,rumor
30.0,29.0,1.9333333333333333,14.0,0.06666666666666667,4.0,2.0,0.0,2.708045977011494,0.06666666666666667,0.48275862068965514,0.06100164203612479,0.3797963493936026,0.4458128078817733,1.3050645203363727,0.7658201170702594,7.25,0.8666666666666667,rumor
31.0,30.0,1.935483870967742,30.0,0.06451612903225806,2.0,1.0,0.0,1.935483870967742,0.06451612903225809,1.0,0.03225806451612903,0.5243302351011482,1.0,1.3274901110992734,0.7582167923128094,30.0,0.967741935483871,rumor
